Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,,,,,,,,,,,,,,
LAMPIRAN,,,,,,,,,,,,,,,
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDONESIA,,,,,,,,,,,,,,,
,NOMOR,TAHUN,,,,,,,,,,,,,
,,TENTANG KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN,,,,,,,,,,,,,
,,,,,"B. KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN PROVINSI, KABUPATEN/KOTA. KECAMATAN DAN DESA/KELURAHAN SELURUH INDONESIA",,,,,,,,,,
,,,,,,,,,Minangandala,,,,"Menjadi wil.  Kec. Masama, Perda No.4/2003",,
,,,,,,,,,Simpangan,,,,"Menjadi wil.  Kec. Masama, Perda No.4/2003",,
,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,JUMLAH,,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,
,NAMA PROVINSI /,,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,KABUPATEN / KOTA,,,,,,,,,,(Km2),(Jiwa) *),,,
,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,,
72.01.05.2023,,,,,,,,10,Tinonda,,,,,,
,,,,,,,,,Padewatakarya,,,,,,
,,,,,,,,,Kembangmerta,,,,"Menjadi wil.  Kec. Masama, Perda No.4/2003",,
,,,,,,,,,Garuga,,,,Menjadi wil Kec. Mantoh Perda No. 3/2012,,
72.01.05.2027,,,,,,,,11,Bahari Makmur,,,,Pemekaran sebagian desa Lomba Perda No. 24/2009,,
72.01.05.2028,,,,,,,,12,Kota Raya,,,,Pemekaran sebagian desa Lomba Perda No. 24/2009,,
,,,,,,,,,Sobol Baru,,,,Menjadi wil Kec. Mantoh Perda No. 3/2012,,
72.01.06,,,,6,Balantak,,3,,,10,,,,,
,,,,,,,,,Tombos,,,,Menjadi wil Kec. Balantak Selatan Perda No. 21/2009,,
,,,,,,,,,Dondo,,,,Menjadi wil Kec. Balantak Selatan Perda No. 21/2009,,
,,,,,,,,,Sepe,,,,Menjadi wil Kec. Balantak Selatan Perda No. 21/2009,,
,,,,,,,,,Booy,,,,Menjadi wil Kec. Balantak Selatan Perda No. 21/2009,,
,,,,,,,,,Tintingan,,,,Menjadi wil Kec. Balantak Selatan Perda No. 21/2009,,
,,,,,,,,,Resarna,,,,"Menjadi wil Kec, Balantak Selatan Perda No. 21/2009",,
,,,,,,,,,Giwang,,,,Menjadi wil Kec. Balantak Selatan Perda No. 21/2009,,
,,,,,,,,,Tongke,,,,Menjadi wil Kec. Balantak Selatan Perda No. 21/2009,,
72.01.06.2009,,,,,,,,1,Talima A,,,,,,
72.01.06.2010,,,,,,,,2,Talima B,,,,,,
,,,,,,,,,Gorontalo,,,,Menjadi wil Kec. Balantak Selatan Perda No. 21/2009,,
,,,,,,,,,Poyang,,,,Menjadi wil Kec. Balantak Selatan Perda No. 21/2009,,
72.01.06.2013,,,,,,,,3,Dolom,,,,,,
72.01.06.2014,,,,,,,,4,Kiloma,,,,,,
72.01.06.2015,,,,,,,,5,Ra'u,,,,,,
72.01.06.2016,,,,,,,,6,Tanotu,,,,,,
72.01.06.2017,,,,,,,,7,Padang,,,,,,
72.01.06.2018,,,,,,,,8,Mamping,,,,,,
,,,,,,,,,Tanggawas,,,,Menjadi wil Kec. Balantak Selatan Perda No. 21/2009,,
72.01.06.1020,,,,,,1,Balantak,,,,,,,,
72.01.06.2021,,,,,,,,9,Luok,,,,,,
,,,,,,,,,Kampangar,,,,Menjadi wil Kec. Balantak Utara Perda No. 3/2012,,
,,,,,,,,,Teku,,,,Menjadi wil Kec. Balantak Utara Perda No. 3/2012,,
,,,,,,,,,Ondoliang,,,,Menjadi wil Kec. Balantak Utara Perda No. 3/2012,,
,,,,,,,,,Batu Simpang,,,,Menjadi wil Kec. Balantak Utara Perda No. 3/2012,,
,,,,,,,,,Pangkalaseang,,,,Menjadi wil Kec. Balantak Utara No. 3/2012,,
,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,JUMLAH,,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,,
,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,,
72.01.06.2027,,,,,,,,10,Boloak,,,,,,
,,,,,,,,,Pangkalaseang Baru,,,Menjadi wil Kec. Balantak Utara Perda No. 3/2012,,,
,,,,,,,,,Kuntang,,,Menjadi wil Kec Balantak Utara Perda No. 3/2012,,,
72.01.06.1030,,,,,,2,Dale-Dale,,,,,Perda No. 3/2008,,,
72.01.06.1031,,,,,,3,Talang Batu,,,,,Pemekaran sebagian Kel. Balantak Perda No. 23/2009,,,
,,,,,,,,,Toweer,,,Menjadi wil Kec. Balantak Perda No. 3/2012,,,
,,,,,,,,,Batu Mandi,,,Menjadi wil Kec. Balantak Utara Perda No. 3/2012,,,
,,,,,,,,,Pulau Dua,,,Menjadi wil Kec. Balantak Utara Perda No. 3/2012,,,
72.01.07,,,,7,Pagimana,,3,,30,,,,,,
72.01.07.2001,,,,,,,,1,Baloa Doda,,,,,,
72.01.07.2002,,,,,,,,2,Tampe,,,,,,
,,,,,,,,,Bahingin,,,Menjadi wil Kec. Lobu Perda No. 21/2009,,,
,,,,,,,,,Kadodi,,,Menjadi wil Kec. Lobu Perda No. 21/2009,,,
,,,,,,,,,Uha Uhangon,,,Menjadi mwil Kec. Lobu Perda No. 21/2009,,,
,,,,,,,,,Niubulan,,,Menjadi wil Kec. Lobu Perda No. 21/2009,,,
,,,,,,,,,Lobu,,,Menjadi wil Kec. Lobu Perda No. 21/2009,,,
,,,,,,,,,Bolobungkang,,,Menjadi wil Kec. Lobu Perda No. 21/2009,,,
,,,,,,,,,Uwe Daka-Daka,,,Menjadi wil Kec. Lobu Perda no. 21/2009,,,
72.01.07.2010,,,,,,,,3,Asaan,,,,,,
72.01.07.1011,,,,,,1,Pakowa,,,,,,,,
72.01.07.2012,,,,,,,,4,Balai Gondi,,,,,,
72.01.07.2013,,,,,,,,5,Bajo Poat,,,,,,
72.01.07.2014,,,,,,,,6,Gomuo,,,,,,
72.01.07.2015,,,,,,,,7,Nain,,,,,,
72.01.07.2016,,,,,,,,8,Lamo,,,,,,
72.01.07.2017,,,,,,,,9,Tongkonunuk,,,,,,
72.01.07.1018,,,,,,2,Pagimana,,,,,,,,
72.01.07.2019,,,,,,,,10,Hohudongan,,,,,,
72.01.07.2020,,,,,,,,11,Sinampangnyo,,,,,,
72.01.07.2021,,,,,,,,12,Jaya Bakti,,,,,,
72.01.07.1022,,,,,,3,Basabungan,,,,,,,,
72.01.07.2023,,,,,,,,13,Pisou,,,,,,
72.01.07.2024,,,,,,,,14,Lambangan,,,,,,
