Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,,,,,,,,,,,,,,
LAMPIRAN,,,,,,,,,,,,,,,
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDONESIA,,,,,,,,,,,,,,,
,,NOMOR,TAHUN,,,,,,,,,,,,
,,,TENTANG KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN,,,,,,,,,,,,
,,,,,,"B. KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN PROVINSI, KABUPATEN/KOTA. KECAMATAN DAN DESA/KELURAHAN SELURUH INDONESIA",,,,,,,,,
,,,JUMLAH,,,N A M A,/   J U M L A H,,,LUAS,JUMLAH,,,,
K O D E,,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,
,,KABUPATEN / KOTA,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,(Km2),(Jiwa) *),,,,
63.01.07.2001,,,,,,,1,Pandan Sari,,,,,,,
63.01.07.2002,,,,,,,2,Kintap,,,,,,,
63.01.07.2003,,,,,,,3,Kintapura,,,,,,,
63.01.07.2004,,,,,,,4,Sungai Cuka,,,,,,,
63.01.07.2005,,,,,,,5,Riam Adungan,,,,,,,
63.01.07.2006,,,,,,,6,Muara Kintap,,,,,,,
63.01.07.2007,,,,,,,7,Salaman,,,,,,,
63.01.07.2008,,,,,,,8,Kintap Kecil,,,,,,,
63.01.07.2009,,,,,,,9,Pasir Putih,,,,,,,
63.01.07.2010,,,,,,,10,Sumber Jaya,,,,,,,
63.01.07.2011,,,,,,,11,Bukit Mulia,,,,,,,
63.01.07.2012,,,,,,,12,Kebun Raya,,,,,,,
63.01.07.2013,,,,,,,13,Mekar Raya,,,,,,,
63.01.07.2014,,,,,,,14,Sebamban Baru,,,,,,,
63.01.08,,,,8,Tambang Ulang,-,,,9,,,,,,
63.01.08.2001,,,,,,,1,Tambang Ulang,,,,,,,
63.01.08.2002,,,,,,,2,Sungai Pinang,,,,,,,
63.01.08.2003,,,,,,,3,Martadah,,,,,,,
63.01.08.2004,,,,,,,4,Sungai Jelai,,,,,,,
63.01.08.2005,,,,,,,5,Bingkulu,,,,,,,
63.01.08.2006,,,,,,,6,Gunung Raja,,,,,,,
63.01.08.2007,,,,,,,7,Pulau Sari,,,,,,,
63.01.08.2008,,,,,,,8,Kayu Abang,,,,Perbaikan nama sesuai Surat Pemkab Tanah Laut BPMPD No.,,,
140/62/BPMPD/2016,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,,
,,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,,,,,,,
