Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,,,,,,,,,,,,,,
LAMPIRAN,,,,,,,,,,,,,,,
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDONESIA,,,,,,,,,,,,,,,
,NOMOR,TAHUN,,,,,,,,,,,,,
,,TENTANG KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN,,,,,,,,,,,,,
,,,,,"B. KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN PROVINSI, KABUPATEN/KOTA. KECAMATAN DAN DESA/KELURAHAN SELURUH INDONESIA",,,,,,,,,,
73.02.02.1004,,,,,,4,Kalumeme,,,,,,,,
73.02.02.1005,,,,,,5,Bintarore,,,,,,,,
73.02.02.1006,,,,,,6,Kasimpureng,,,,,,,,
73.02.02.1007,,,,,,7,Caile,,,,,,,,
73.02.02.1008,,,,,,8,Loka,,,,,,,,
73.02.02.1009,,,,,,9,Ela Ela,,,,,,,,
73.02.03,,,,3,Bonto Bahari,,4,,,4,,,,,
73.02.03.1001,,,,,,1,Tanahl Lemo,,,,,,,,
73.02.03.1002,,,,,,2,Sapo Lohe,,,,,,,,
73.02.03.1003,,,,,,3,Benjala,,,,,,,,
73.02.03.1004,,,,,,4,Tanah Beru,,,,,,,,
73.02.03.2005,,,,,,,,1,Bira,,,,,,
73.02.03.2006,,,,,,,,2,Ara,,,,,,
73.02.03.2007,,,,,,,,3,Darudiah,,,,,,
73.02.03.2008,,,,,,,,4,Lembanna,,,,,,
73.02.04,,,,4,Bonto Tiro,,1,,,12,,,,,
73.02.04.1001,,,,,,1,Eka Tiro,,,,,,,,
73.02.04.2002,,,,,,,,1,Dwi Tiro,,,,,,
73.02.04.2003,,,,,,,,2,Tri Tiro,,,,,,
73.02.04.2004,,,,,,,,3,Batang,,,,,,
73.02.04.2005,,,,,,,,4,Bonto Tangnga,,,,,,
73.02.04.2006,,,,,,,,5,Caramming,,,,,,
73.02.04.2007,,,,,,,,6,Tamalanrea,,,,,,
73.02.04.2008,,,,,,,,7,Bonto Barua,,,,,,
73.02.04.2009,,,,,,,,8,Paku Balaho,,,,,,
73.02.04.2010,,,,,,,,9,Bonto Marannu,,,,,,
73.02.04.2011,,,,,,,,10,Bonto Bulaeng,,,,,,
,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,JUMLAH,,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,
,NAMA PROVINSI /,,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,KABUPATEN / KOTA,,,,,,,,,,(Km2),(Jiwa) *),,,
,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,,
73.02.04.2012,,,,,,,,11,Buhung Bundang,,,,,,
73.02.04.2013,,,,,,,,12,Lamanda,,,,"Pemekaran sebagian Desa Caramming, Perda No. 9/2010",,
73.02.05,,,,5,Herlang,,2,,,6,,,,,
73.02.05.1001,,,,,,1,Tanuntung,,,,,,,,
73.02.05.1002,,,,,,2,Bonto Kamase,,,,,,,,
73.02.05.2003,,,,,,,,1,Karassing,,,,,,
73.02.05.2004,,,,,,,,2,Singa,,,,,,
73.02.05.2005,,,,,,,,3,Gunturu,,,,,,
73.02.05.2006,,,,,,,,4,Borong,,,,,,
73.02.05.2007,,,,,,,,5,Tugondeng,,,,,,
73.02.05.2008,,,,,,,,6,Pataro,,,,,,
73.02.06,,,,6,Kajang,,2,,,17,,,,,
73.02.06.1001,,,,,,1,Tanah Jaya,,,,,,,,
73.02.06.1002,,,,,,2,Laikang,,,,,,,,
73.02.06.2003,,,,,,,,1,Tambangan,,,,,,
73.02.06.2004,,,,,,,,2,Lembanna,,,,,,
73.02.06.2005,,,,,,,,3,Possi Tanah,,,,,,
73.02.06.2006,,,,,,,,4,Tanah Toa,,,,,,
73.02.06.2007,,,,,,,,5,Bonto Biraeng,,,,,,
73.02.06.2008,,,,,,,,6,Lembang,,,,,,
73.02.06.2009,,,,,,,,7,Batu Nilamung,,,,,,
73.02.06.2010,,,,,,,,8,Mattoanging,,,,,,
73.02.06.2011,,,,,,,,9,Malleleng,,,,,,
73.02.06.2012,,,,,,,,10,Bonto Baji,,,,,,
73.02.06.2013,,,,,,,,11,Bonto Rannu,,,,,,
73.02.06.2014,,,,,,,,12,Pattiroang,,,,,,
73.02.06.2015,,,,,,,,13,Sapanang,,,,,,
73.02.06.2016,,,,,,,,14,Sangkala,,,,,,
73.02.06.2017,,,,,,,,15,Lembang Lohe,,,,,,
73.02.06.2018,,,,,,,,16,Lolisang,,,,,,
73.02.06.2019,,,,,,,,17,Pantama,,,,,,
73.02.07,,,,7,Bulukumpa,,3,,,14,,,,,
73.02.07.1001,,,,,,1,Tanete,,,,,,,,
73.02.07.1002,,,,,,2,Jawijawi,,,,,,,,
,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,JUMLAH,,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,
,NAMA PROVINSI /,,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,KABUPATEN / KOTA,,,,,,,,,,(Km2),(Jiwa) *),,,
,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,,
73.02.07.1003,,,,,,3,Balla Saraja,,,,,,,,
73.02.07.2004,,,,,,,,1,Bonto Bulaeng,,,,,,
73.02.07.2005,,,,,,,,2,Bulo Bulo,,,,,,
73.02.07.2006,,,,,,,,3,Bonto Minasa,,,,,,
73.02.07.2007,,,,,,,,4,Balang Taroang,,,,,,
73.02.07.2008,,,,,,,,5,Barugae,,,,,,
73.02.07.2009,,,,,,,,6,Salassae,,,,,,
73.02.07.2010,,,,,,,,7,Kambuno,,,,,,
73.02.07.2011,,,,,,,,8,Jojjolo,,,,,,
73.02.07.2012,,,,,,,,9,Sapo Bonto,,,,,,
73.02.07.2013,,,,,,,,10,Tibona,,,,,,
73.02.07.2014,,,,,,,,11,Balang Pesoang,,,,,,
73.02.07.2015,,,,,,,,12,Batulohe,,,,,,
73.02.07.2016,,,,,,,,13,Bonto Mangiring,,,,,,
73.02.07.2017,,,,,,,,14,Baruga Riattang,,,,"Pemekaran sebagian Desa Kambuno, Perda No. 9/2010",,
73.02.08,,,,8,Kindang,,1,,,12,,,,,
73.02.08.1001,,,,,,1,Borong Rappoa,,,,,,,,
73.02.08.2002,,,,,,,,1,Mattiro Walie,,,,,,
73.02.08.2003,,,,,,,,2,Kindang,,,,,,
73.02.08.2004,,,,,,,,3,Arinhua,,,,,,
73.02.08.2005,,,,,,,,4,Tamaona,,,,,,
73.02.08.2006,,,,,,,,5,Benteng Palioi,,,,,,
73.02.08.2007,,,,,,,,6,Balibo,,,,,,
73.02.08.2008,,,,,,,,7,Garuntungan,,,,,,
73.02.08.2009,,,,,,,,8,Oro Gading,,,,,,
73.02.08.2010,,,,,,,,9,Sipaenre,,,,"Pemekaran sebagian Desa Anrihua, Perda No. 9/2010",,
73.02.08.2011,,,,,,,,10,Kahayya,,,,"Pemekaran sebagian Desa Kindang, Perda No. 9/2010",,
73.02.08.2012,,,,,,,,11,Somba Palioli,,,,"Pemekaran sebagian Desa Benteng Palioli, Perda No. 9/2010",,
73.02.08.2013,,,,,,,,12,Sopa,,,,"Pemekaran sebagian Desa Mattirowalie, Perda No. 9/2010",,
73.02.09,,,,9,Ujungloe,,1,,,12,,,,,
73.02.09.1001,,,,,,1,Dannuang,,,,,,,,
73.02.09.2002,,,,,,,,1,Garanta,,,,,,
73.02.09.2003,,,,,,,,2,Balle Angin,,,,,,
73.02.09.2004,,,,,,,,3,Balong,,,,,,
,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,JUMLAH,,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,
,,NAMA PROVINSI /,,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,
K O D E,,KABUPATEN / KOTA,,,,,,,,,,(Km2),(Jiwa) *),,
,,,KAB,KOTA,KECAMATAN,,,KELURAHAN,,D E S A,,,,,
73.02.09.2005,,,,,,,,,4,Seppang,,,,,
73.02.09.2006,,,,,,,,,5,Manyampa,,,,,
73.02.09.2007,,,,,,,,,6,Tammatto,,,,,
73.02.09.2008,,,,,,,,,7,Padang Loang,,,,,
73.02.09.2009,,,,,,,,,8,Manjalling,,,,,
73.02.09.2010,,,,,,,,,9,Lonrong,,,,,
73.02.09.2011,,,,,,,,,10,Salemba,,,,,
73.02.09.2012,,,,,,,,,11,Bijawang,,,,,
73.02.09.2013,,,,,,,,,12,Paccaramengang,,,,"Pemekaran sebagian Desa Balleanging, Perda No. 9/2010",
73.02.10,,,,10,Rilauale,,,1,,,14,,,,
73.02.10.2001,,,,,,,,,1,Bonto Manai,,,,,
73.02.10.1002,,,,,,,1,Palampang,,,,,,,
73.02.10.2003,,,,,,,,,2,Bonto Bangun,,,,,
73.02.10.2004,,,,,,,,,3,Karama,,,,,
73.02.10.2005,,,,,,,,,4,Bonto Lohe,,,,,
73.02.10.2006,,,,,,,,,5,Baji Minasa,,,,,
73.02.10.2007,,,,,,,,,6,Bonto Matene,,,,,
73.02.10.2008,,,,,,,,,7,Tanah Harapan,,,,,
73.02.10.2009,,,,,,,,,8,Batu Karoppa,,,,,
73.02.10.2010,,,,,,,,,9,Bonto Haru,,,,,
73.02.10.2011,,,,,,,,,10,Swatani,,,,,
73.02.10.2012,,,,,,,,,11,Bulo Lohe,,,,,
73.02.10.2013,,,,,,,,,12,Anrang,,,,,
73.02.10.2014,,,,,,,,,13,Pangalloang,,,,"Pemekaran sebagian Desa Bonto Bangun, Perda No. 9/2010",
73.02.10.2015,,,,,,,,,14,Topanda,,,,"Pemekaran sebagian Desa Tanah Harapan, Perda No. 9/2010",
73.03,3,KAB. BANTAENG,,,,8,,21,,,46,"395,83",196.358,,
73.03.01,,,,1,Bissappu,,,7,,,4,,,,
73.03.01.1001,,,,,,,1,Bonto Manai,,,,,,,
73.03.01.1002,,,,,,,2,Bonto Lebang,,,,,,,
73.03.01.1003,,,,,,,3,Bonto Sunggu,,,,,,,
73.03.01.1004,,,,,,,4,Bonto Atu,,,,,,,
73.03.01.1005,,,,,,,5,Bonto Rita,,,,,,,
73.03.01.1006,,,,,,,6,Bonto Langkasa,,,,,,,
,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,JUMLAH,,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,
,NAMA PROVINSI /,,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,KABUPATEN / KOTA,,,,,,,,,,(Km2),(Jiwa) *),,,
,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,,
73.03.01.1007,,,,,,7,Bonto Jaya,,,,,,,,
73.03.01.2008,,,,,,,,1,Bonto Jai,,,,,,
73.03.01.2009,,,,,,,,2,Bonto Cinde,,,,,,
73.03.01.2010,,,,,,,,3,Bonto Loe,,,,,,
,,,,,,,,,Bonto Tiro,,,,Menjadi wil. Kec. Sinoa,,
73.03.01.2012,,,,,,,,4,Bonto Salluang,,,,,,
73.03.02,,,,2,Bantaeng,,8,,,1,,,,,
73.03.02.1001,,,,,,1,Tappanjeng,,,,,,,,
73.03.02.1002,,,,,,2,Pallantikang,,,,,,,,
73.03.02.1003,,,,,,3,Letta,,,,,,,,
73.03.02.1004,,,,,,4,Mallilingi,,,,,,,,
73.03.02.1005,,,,,,5,Lembang,,,,,,,,
73.03.02.1006,,,,,,6,Lamalaka,,,,,,,,
73.03.02.1007,,,,,,7,Karatuang,,,,,,,,
73.03.02.1008,,,,,,8,Onto,,,,,,,,
73.03.02.2009,,,,,,,,1,Kayu Loe,,,,,,
